,sbj0,sbj1,sbj2,sbj3,sbj4,sbj5,sbj6,sbj7,sbj8
паскаль,3.57567680314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14578981792e-05
фотокаталитической,4.66341093061e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
office,4.63011242064e-05,2.13887946702e-05,0.0,0.0,9.65061485145e-05,0.0,0.0,0.0,0.0
очеловечивать,0.0,0.0,0.0,4.76834732884e-05,0.0,0.0,0.0,0.0,0.0
техникоэкономический,0.000975237938783,0.0,0.0,0.0,0.0,0.0,0.000946558558593,0.0,0.0
болт,0.0,0.00010570377719,0.0,0.0,0.0,0.0,0.000512438917322,0.0,0.0
применить,0.000123378135969,0.00031718502497,4.2280487024e-05,0.0,0.0,0.0,0.0,0.0,2.8298308381e-05
катализатор,0.0,0.0,0.0,0.0,0.0,0.0,0.000182765113411,0.00394968425039,0.0
детализация,0.0,0.000107601716684,0.000117115409614,6.80021427456e-05,0.0,1.87722859319e-05,0.0,0.0,0.0
конструироваться,0.0,0.0,0.0,0.0,0.0,4.58839627194e-05,0.0,2.36935725647e-05,0.0
системообразующих,0.0,0.0,0.0,4.22445907603e-05,0.0,0.0,0.0,0.0,3.75384613577e-05
application,0.0,4.80465439369e-05,0.0,0.0,0.0,0.0,0.000196335704216,0.0,0.0
датчик,0.00336939365457,0.0,0.0,0.0,0.00613373880128,0.0,0.0,0.0,0.0
сырье,0.0,0.0,8.03049333894e-05,0.0,0.0,0.00122884994201,0.000652086528166,0.0,0.0
валшестерня,0.0,0.0,0.0,0.0,4.34988740248e-05,0.0,0.0,0.0,0.0
перекрестный,0.0,0.0,0.0,0.0,0.00119755423581,0.0,0.0,0.0,0.0
редо,0.0,0.0,5.51305323219e-05,0.0,0.0,0.0,0.0,0.0,0.0
усиление,0.0,0.0,8.62582520355e-05,0.000146573903388,0.000111197120626,0.000339990597334,0.0,0.0,0.0
capmany,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
шпаклёвка,4.66455530841e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
трудноотделимым,0.0,0.0,0.000110261064644,0.0,0.0,0.0,0.0,0.0,0.0
гироскоп,0.0004385622229,0.0,0.0,0.00255049861842,0.0,0.0,0.0,0.0,0.0
уменьшаться,0.0,0.0,0.0,0.0,0.0,0.0,0.000758830788375,0.000144580796889,0.0
просмотр,0.0,0.0,0.0,0.0013591991295,0.0,0.0,0.0,0.0,0.0
леонтьева,0.0,0.0,0.0,0.0,0.0,0.0,3.88985079351e-05,0.0,0.0
накопительный,0.0,0.0,0.00165834339956,0.0,0.0,0.0,0.0,0.0,0.0
индексный,0.0,0.0,0.0,0.0,0.0,0.0,3.88984420125e-05,0.0,0.0
ipss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6328993954e-05,0.0
establishment,0.0,0.0,5.51305452569e-05,0.0,0.0,0.0,0.0,0.0,0.0
волгоградского,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31518043974e-05,0.0
мыс,0.0,1.85401457e-05,6.93602212576e-05,0.0,0.0,0.0,0.0,0.0,0.0
антрацен,0.0,8.13939712114e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
отгрузочный,0.0,0.0,0.00165834339956,0.0,0.0,0.0,0.0,0.0,0.0
изпод,0.0,0.0,0.0,0.0,5.65945010762e-05,0.000127655424878,0.0,0.0,0.0
робототехнический,0.0,0.000526976872417,0.0,0.0,0.000246165886703,0.0,0.0,0.0,0.0
моп,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73126231858e-05
компонент,0.00021006111314,0.0,0.00032136230988,0.00057967987636,0.00022843983283,0.0,0.0,0.00100585436707,0.0
описываться,8.59501543224e-05,0.000413652882422,0.0,0.00018290691704,0.0,0.0,0.0,3.85767144384e-05,0.0
нновгорода,0.0,0.000103667761733,0.0,2.79379759844e-05,0.0,0.0,2.47167203737e-05,0.0,0.0
дробяще,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
розвиток,0.0,0.0,0.0,0.0,0.0,3.66290559113e-05,0.0,0.0,0.0
документация,0.000256300765156,0.000579780527456,0.0,0.0,0.000367117499534,0.000265296875566,0.0,0.0,0.0
преобразователь,0.0,0.0,0.0,0.0,0.00670759291494,0.0,0.0,0.0,0.0
dijk,0.0,8.13939582764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ладутько,0.0,0.0,0.0,9.53669465769e-05,0.0,0.0,0.0,0.0,0.0
цветовой,0.0,2.8140088531e-05,0.0,0.0,0.0,0.0,0.0,7.80001269473e-05,1.16612341539e-05
httpgamificationnowrugamificationineducation,0.0,0.0,0.0,0.0,0.0,3.66290559113e-05,0.0,0.0,0.0
снабжаться,0.0,0.0,4.38967413781e-05,0.0,3.20912673185e-05,2.51745237317e-05,0.0,0.0,0.0
культурноантропологическому,0.0,0.0,5.51305387893e-05,0.0,0.0,0.0,0.0,0.0,0.0
coddir,0.0,0.000366272792841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
отклониться,0.0,0.0,0.0,4.7683473201e-05,0.0,0.0,0.0,0.0,0.0
огнеупорный,0.0,0.0,0.000660715120224,3.01683515619e-05,0.0,0.0,0.0,0.000197752863945,0.0
ранение,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
направленность,0.0,0.0,0.0,0.0006952120256,0.0,0.000213706612992,0.0,0.0,0.0
филиппов,0.0,0.0,0.0,0.0,0.0,3.66290559113e-05,0.0,0.0,0.0
оксид,0.0,0.0,0.0,0.0,0.0,0.0,0.00163036156736,0.00153394686348,0.0
интернетбизнеса,0.0,0.0,0.0,0.0,0.0,3.66290559113e-05,0.0,0.0,0.0
томском,0.0,0.0,0.0,0.0,0.0,0.0,3.88735325862e-05,0.0,0.0
кипа,4.66455205198e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ширина,0.00247446265873,0.0,0.0,0.000949028459013,0.0,0.0,0.000226595542498,0.0,0.0
моделирование,0.0,0.0085557136691,0.0,0.0,0.0,0.0,0.0,0.0,0.00107724741166
абакумов,4.66455530841e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
малоэтажный,9.32911061668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мальцева,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.265798144e-05,0.0
портативный,0.0,9.51266875507e-05,0.0,0.0,0.000114682147864,0.000121112435476,0.0,0.0,0.0
жесткость,0.0,0.0,0.00176098795166,0.0,0.0,0.0,0.0,0.0,0.000686727734522
сепаратор,0.0,0.0,0.0,0.0,0.0,0.0,2.94437106358e-05,0.0,8.08540737206e-05
подача,0.0,0.0,0.0,0.0,4.19512070946e-05,0.0,0.00104330970498,5.21794572706e-05,0.000280172171188
вкладывать,0.0,0.0,0.0,0.0,0.0,0.000180689423726,0.0,0.0,1.58929964548e-05
функционирование,0.000369985796469,0.000438254767989,0.0,0.000715448846069,0.0,0.000434622144289,0.0,0.0,0.0
xmin,0.0,0.0,5.51305387893e-05,0.0,0.0,0.0,0.0,0.0,0.0
самоорганизация,0.0,0.0,0.000743748206769,0.0,0.0,0.0,0.000509889906861,0.0,0.0
gdtipo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63290004215e-05,0.0
выдвинуть,0.0,0.0,0.0,0.0,0.0,0.000122025816836,0.0,0.0,0.000109584424081
ранжируется,0.0,4.06539570068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
коэффициент,0.00123982958029,0.0,0.0,0.0,0.00182099861558,0.0,0.0,0.0,0.00154043396469
тыс,0.0,0.0,0.00056911817193,0.0,0.000229137469079,0.0007651700722,0.0,0.0,0.0
php,0.000198283305112,3.29759491835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
практиковаться,0.0,3.07690872265e-05,0.0,0.0,0.0,4.14692450992e-05,0.0,1.77878293304e-05,0.0
bacillussubtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36563178833e-05
индикатор,0.0,0.0,0.0,0.0,0.0,0.00234523359224,0.0,0.0,0.0
удобство,0.0,0.000253906638928,7.14160468043e-05,0.0,0.0,0.000235576726365,0.0,0.0,0.000165305644142
интегратор,0.0,0.0,0.0,0.0,0.000129804390945,0.0,0.0,0.0,0.0
акм,0.0,0.0,0.000110261090514,0.0,0.0,0.0,0.0,0.0,0.0
высокомолекулярный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36563115927e-05
bionic,0.0,0.0,0.0,0.0,0.0,3.66290559113e-05,0.0,0.0,0.0
двухсторонний,0.0,0.0,0.0,0.0,0.000260993346779,0.0,0.0,0.0,0.0
направленный,0.0,0.0,0.0,0.0,0.0,0.00117265650381,0.0,0.0,0.0
scc,0.0,0.0,0.0,0.0,0.0,0.0,3.88985143852e-05,0.0,0.0
трактовать,3.26438223258e-05,2.21447901115e-05,3.80530929963e-05,0.0,0.0,1.90330813186e-05,0.0,0.0,0.0
андерсон,0.0,4.03821668157e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
интегральный,4.07116748865e-05,0.000262022847822,0.0,0.000680468583531,0.00046664349786,0.0,0.0,0.0,0.0
газотранспортной,0.0,1.32753626127e-05,0.0,0.0,0.0,6.78856991322e-05,0.0,1.77557299645e-05,2.74028748714e-05
перестроить,0.0,3.48496051681e-05,4.36480932929e-05,0.0,0.0,0.0,0.0,0.0,0.0
газонепроницаемый,0.0,4.06969755109e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
иллюстрация,0.0,7.92436795035e-05,0.0,0.0,0.0,8.06897469755e-05,0.0,0.0,0.0
изводительная,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
модификация,0.000167090520538,0.000185806961074,0.000201520759422,0.0,0.0,0.0,0.0,8.71641843536e-05,0.0
пользователь,0.0,0.00556194383092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пропанбутановой,0.0,0.0,5.51305387893e-05,0.0,0.0,0.0,0.0,0.0,0.0
вдвое,0.0,5.39773546674e-05,0.0,0.0,9.88224647634e-05,0.0,0.0,0.0,3.43178190569e-05
хитозаннаночастицы,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000231644966536,0.0
контактный,0.0,0.0,0.0,0.0,0.000942135512401,0.0,0.000150174912803,0.000144474025389,0.0
,0.0,4.06969791381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
трибометрический,0.0,0.0,0.0,0.0,0.0,0.0,3.88985144026e-05,0.0,0.0
переезжать,0.0,0.0,0.0,0.0,0.0,0.0,3.88985079351e-05,0.0,0.0
павсенсоров,9.3291106168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosz,0.0,0.0,0.0,4.76834732884e-05,0.0,0.0,0.0,0.0,0.0
энергоемкий,0.000101523894333,0.0,0.0,0.0,1.4601812987e-06,7.83360140455e-05,0.0,0.0,1.62244817299e-05
phasemodulation,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
гусева,0.0,0.0,0.0,9.39593495182e-05,0.0,0.000285306702911,0.0,0.0,0.0
частотнорегулируемый,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73126231859e-05
вектор,5.57277769651e-06,0.00124199293156,0.0,0.000427118216864,0.0,0.0,0.0,0.0,0.0
фиксирование,0.0,0.0,8.65203021167e-05,3.05808409534e-05,0.0,0.0,0.0,2.56732693883e-05,0.0
швартование,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63277274682e-05,0.0
сметнонормативной,0.0,4.06403064651e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
микросхема,0.0,0.0,0.0,0.0,0.00192161237893,0.0,0.0,0.0,0.0
петролайт,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73126167183e-05
хдф,4.66455530841e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
несуществующий,0.0,0.0,0.0,0.0,4.34988921977e-05,0.0,0.0,0.0,0.0
доверительный,0.0,0.000382724520404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
боковина,0.0,0.0,5.51305387893e-05,0.0,0.0,0.0,0.0,0.0,0.0
кондуктивных,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
потоковых,4.27497716241e-05,0.0,0.0,0.0,1.05921526351e-05,0.0,9.30239320819e-05,0.0,0.0
изнашиваться,0.0,0.0,4.92431220967e-05,0.0,3.69820021054e-05,0.0,0.0,0.0,0.0
мдж,0.0,0.0,0.0,0.0,0.0,0.0,7.77970082945e-05,0.0,0.0
стадий,5.24263152513e-05,0.0,3.73351133213e-05,9.04605833243e-05,0.0,0.0,1.97901019603e-05,8.15378873273e-05,0.0
бетононасос,0.0,0.0,0.000110261077579,0.0,0.0,0.0,0.0,0.0,0.0
электромагнитный,0.0,0.000860625138883,0.0,0.00227030036636,0.000657557585653,0.0,0.0,0.0,0.0
c,0.0,0.0,0.0,0.0,0.0,0.0,0.000116695506717,0.0,0.0
гидрат,0.0,0.0,0.00165834350305,0.0,0.0,0.0,0.0,0.0,0.0
акбелопухов,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26579878603e-05,0.0
плагина,0.0,4.30253611638e-05,0.0,0.0,3.02333436493e-05,0.0,0.0,0.0,0.0
варикап,0.0,0.0,0.0,0.0,4.34988922077e-05,0.0,0.0,0.0,0.0
вентиляция,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106053851131
параметр,0.000463934460031,0.00144935057809,0.0,0.0,0.00287017210697,0.0,0.0,0.0,0.00138087089484
осина,0.0,0.0,0.0,0.0,0.0,0.0,7.33018402427e-05,3.51198775063e-05,0.0
разбиваться,0.0,0.000233071353352,0.0,1.09076564614e-05,0.0,0.0,0.0,0.0,7.60246540367e-06
вертикаль,0.0,0.00015824994381,0.000122671864404,0.0,0.0,0.0,2.64956591438e-05,0.0,0.0
русин,0.0,0.0,0.0,0.0,0.0,0.0,3.88985079351e-05,0.0,0.0
тмз,0.0,0.0,0.000110261090514,0.0,0.0,0.0,0.0,0.0,0.0
микроструктура,0.0,0.0,0.0,0.0,0.0,0.0,0.00186473255343,0.0,0.0
сальный,0.0,0.0,0.0,0.0,0.0,0.0,3.88985079351e-05,0.0,0.0
теплофизическим,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36563083592e-05
ale,0.0,0.0,5.51305452569e-05,0.0,0.0,0.0,0.0,0.0,0.0
тонкопленочные,0.0,0.0,0.0,0.0,0.0,7.3258105355e-05,0.0,0.0,0.0
антарктика,0.0,2.90524956328e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.29964890401e-05
импортонезависимой,0.0,4.06969791381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
нижгма,0.0,4.2066038279e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.13601214859e-05
программно,3.01636165305e-05,2.22354202479e-05,0.0,0.0,7.84134018537e-05,0.0,0.0,0.0,0.0
диапазон,0.0,0.0,0.0,0.00267299867119,0.00244733897853,0.0,0.0,0.0,0.0
канон,0.0,0.0,0.0,4.47699354835e-05,0.0,0.0,0.0,3.69581727126e-05,0.0
колба,0.0,0.0,0.0,0.0,0.000220596827906,0.0,0.0,1.59568602008e-05,0.0
ползуновский,0.0,2.28487986331e-05,0.0,0.0,0.0,0.0,0.0,2.9021773824e-06,3.86299650725e-05
can,0.0,0.0,0.0,0.0,0.0,0.0,3.88985079351e-05,0.0,0.0
комплексный,0.000679395454063,0.0,0.0,0.000342535613163,0.0,0.000891171571863,0.0,0.0,0.000431925932933
запаздывание,0.0,0.0,0.0,0.0,0.00147557681679,0.0,0.0,0.0,0.0
инновации,0.0,0.0,0.0,0.00181960668669,0.0,0.00066855356817,0.0,0.0,0.0
сигмадельта,0.0,0.0,0.0,0.0,4.3498888974e-05,0.0,0.0,0.0,0.0
неоправданно,0.0,0.0,0.000110261064644,0.0,0.0,0.0,0.0,0.0,0.0
подстанция,0.0,0.0,0.0,0.0,0.000404049320308,7.91570909067e-05,0.0,0.000157514323176,0.0
обосновывать,0.0,0.0,3.09730744464e-05,2.53204266317e-05,0.0,1.99667188115e-05,0.0,0.0,5.52634587637e-05
частота,0.0,0.0,0.0,0.000429202442143,0.0140926384955,0.0,0.0,0.0,0.0
вебприложение,0.0,0.0,0.000102930021746,0.0,0.0,2.48524700117e-05,0.0,0.0,0.0
переоценить,0.0,0.0,3.91513280588e-05,0.0,0.000123328416924,0.0,0.0,0.0,0.0
бобылева,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6328993954e-05,0.0
социокода,5.63401770481e-05,0.0,0.0,0.0,0.0,0.0,2.04266323411e-05,0.0,0.0
программироваться,0.0,0.0,0.0,0.0,4.3498888974e-05,0.0,0.0,0.0,0.0
газотрубный,0.0,0.0,0.0,0.0,0.0,0.0,3.88985144026e-05,0.0,0.0
наукометрические,0.0,0.0,0.0,0.0,0.0,0.00117265650381,0.0,0.0,0.0
синхронный,0.0,0.0,0.0,0.000241145165399,0.000840480520618,0.0,0.0,0.0,0.0
алгоритм,0.00393777948755,0.0297918222188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
эхг,0.0,0.0,5.51295762673e-05,0.0,0.0,0.0,0.0,0.0,0.0
торец,0.0,0.0,0.0,0.00135920062247,0.0,0.0,0.0,0.0,0.0
формализовать,0.000400500291408,5.37068620639e-05,0.0,1.08996312799e-05,0.0,0.0,0.0,0.0,0.0
нптарасова,0.0,0.0,0.0,0.0,0.0,3.66290558913e-05,0.0,0.0,0.0
deepwater,4.6645553075e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
подготовиться,0.0,4.10393363887e-05,0.0,0.0,3.23249074023e-05,0.0,0.0,0.0,0.0
серверную,0.0,4.06960655941e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visual,5.73690521691e-05,0.000199796628235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
кластерам,8.97395641205e-05,2.76545090148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
клип,0.0,4.52846971813e-05,0.0,0.0,0.0,0.0,0.0,2.97628167674e-05,0.0
signals,0.0,4.06969791381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
научнотехнический,1.15731371247e-05,5.87379898554e-05,4.13784135514e-05,0.000173035411388,0.0,0.0,0.0,0.0,0.0
прибывающий,7.98149841208e-05,0.0,0.0,0.0,0.0,6.51766305155e-05,0.0,0.0,0.0
амплитудночастотной,3.59267732063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12964325531e-05
антиокислительным,0.0,0.0,0.0,0.0,0.0,3.66290559113e-05,0.0,0.0,0.0
оросителипленкообразователи,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36563115929e-05
мотивация,0.0,0.0,3.18296866742e-05,0.000159550522409,0.0,0.000340943929229,0.0,0.0,0.0
когнитивного,0.0,0.0,0.000110260483983,0.0,0.0,0.0,0.0,0.0,0.0
